store,bike_type,date,sales,profit,profit_running_mean_3p
Covent Garden,Gravel,2020-02-01,0.0,0.0,
Covent Garden,Mountain,2020-02-01,0.0,0.0,
Covent Garden,Road,2020-02-01,0.0,0.0,
Croydon,Gravel,2020-02-01,0.0,0.0,
Croydon,Mountain,2020-02-01,0.0,0.0,
Croydon,Road,2020-02-01,238.62,4.7724,
Dulwich,Gravel,2020-02-01,7.96,-13.93,
Dulwich,Mountain,2020-02-01,0.0,0.0,
Dulwich,Road,2020-02-01,81.96,22.9488,
Fulham,Gravel,2020-02-01,358.1,41.94840000000001,
Fulham,Mountain,2020-02-01,14.56,5.5328,
Fulham,Road,2020-02-01,20.32,6.9088,
Mayfair,Gravel,2020-02-01,0.0,0.0,
Mayfair,Mountain,2020-02-01,12.35,5.8045,
Mayfair,Road,2020-02-01,0.0,0.0,
Notting Hill,Gravel,2020-02-01,190.45800000000003,-9.0715,
Notting Hill,Mountain,2020-02-01,0.0,0.0,
Notting Hill,Road,2020-02-01,0.0,0.0,
Peckham,Gravel,2020-02-01,77.58399999999999,0.07359999999999989,
Peckham,Mountain,2020-02-01,0.0,0.0,
Peckham,Road,2020-02-01,64.96,9.744,
Richmond,Gravel,2020-02-01,180.96,13.572,
Richmond,Mountain,2020-02-01,0.0,0.0,
Richmond,Road,2020-02-01,306.56,84.0541,
Shoreditch,Gravel,2020-02-01,0.0,0.0,
Shoreditch,Mountain,2020-02-01,0.0,0.0,
Shoreditch,Road,2020-02-01,0.0,0.0,
Soho,Gravel,2020-02-01,0.0,0.0,
Soho,Mountain,2020-02-01,0.0,0.0,
Soho,Road,2020-02-01,0.0,0.0,
Stratford,Gravel,2020-02-01,0.0,0.0,
Stratford,Mountain,2020-02-01,0.0,0.0,
Stratford,Road,2020-02-01,0.0,0.0,
Tottenham,Gravel,2020-02-01,1256.22,75.3732,
Tottenham,Mountain,2020-02-01,0.0,0.0,
Tottenham,Road,2020-02-01,0.0,0.0,
Westminster,Gravel,2020-02-01,213.32999999999998,26.1547,
Westminster,Mountain,2020-02-01,87.324,22.150199999999998,
Westminster,Road,2020-02-01,38.608000000000004,13.2458,
Whitechapel,Gravel,2020-02-01,14.94,6.8724,
Whitechapel,Mountain,2020-02-01,6.936,2.3409,
Whitechapel,Road,2020-02-01,15.0,7.2,
Wimbledon,Gravel,2020-02-01,703.3499999999999,309.474,
Wimbledon,Mountain,2020-02-01,0.0,0.0,
Wimbledon,Road,2020-02-01,417.64,158.4256,
Brixton,Gravel,2020-03-01,453.84,196.1624,103.74323333333332
Brixton,Mountain,2020-03-01,174.752,65.1416,36.04493333333333
Brixton,Road,2020-03-01,571.7299999999999,243.8711,82.32703333333335
Chelsea,Gravel,2020-03-01,358.0419999999999,90.108,49.3837
Chelsea,Mountain,2020-03-01,8.016,1.002,0.8272
Chelsea,Road,2020-03-01,47.209999999999994,17.232400000000002,7.490733333333334
Covent Garden,Gravel,2020-03-01,0.0,0.0,0.0
Covent Garden,Mountain,2020-03-01,0.0,0.0,0.0
Covent Garden,Road,2020-03-01,0.0,0.0,0.0
Croydon,Gravel,2020-03-01,18.62,5.3998,1.7999333333333334
Croydon,Mountain,2020-03-01,0.0,0.0,0.0
Croydon,Road,2020-03-01,0.0,0.0,1.5908
Dulwich,Gravel,2020-03-01,323.53200000000004,-408.19859999999994,-109.51566666666663
Dulwich,Mountain,2020-03-01,0.0,0.0,0.0
Dulwich,Road,2020-03-01,179.43,46.6518,25.362333333333336
Fulham,Gravel,2020-03-01,190.99999999999997,-6.361600000000006,23.304699999999997
Fulham,Mountain,2020-03-01,591.88,129.5706,56.78546666666667
Fulham,Road,2020-03-01,25.008,6.8772,20.837133333333334
Mayfair,Gravel,2020-03-01,29.304000000000002,-1.8321000000000003,-0.6107000000000001
Mayfair,Mountain,2020-03-01,18.936,5.9175,4.011066666666667
Mayfair,Road,2020-03-01,0.0,0.0,0.0
Notting Hill,Gravel,2020-03-01,2579.1800000000003,209.7243,170.75686666666664
Notting Hill,Mountain,2020-03-01,2816.478,206.71980000000005,317.7092
Notting Hill,Road,2020-03-01,1232.624,40.647,13.549
Peckham,Gravel,2020-03-01,2205.9680000000003,111.8289,130.5982
Peckham,Mountain,2020-03-01,1856.19,334.1142,89.77979999999998
Peckham,Road,2020-03-01,307.844,-11.9538,10.714999999999998
Richmond,Gravel,2020-03-01,604.752,37.797,67.4336
Richmond,Mountain,2020-03-01,1042.17,146.5528,172.3235333333333
Richmond,Road,2020-03-01,4440.66,1105.8397,416.1846
Shoreditch,Gravel,2020-03-01,205.666,-12.098,-108.44866666666667
Shoreditch,Mountain,2020-03-01,1198.33,70.49,23.496666666666666
Shoreditch,Road,2020-03-01,302.45,-199.617,-71.05126666666666
Soho,Gravel,2020-03-01,6.12,2.8764,16.8464
Soho,Mountain,2020-03-01,347.08000000000004,118.6447,39.548233333333336
Soho,Road,2020-03-01,0.0,0.0,10.269733333333333
Stratford,Gravel,2020-03-01,0.0,0.0,0.0
Stratford,Mountain,2020-03-01,25314.658,-1255.4678,-418.48926666666665
Stratford,Road,2020-03-01,0.0,0.0,0.0
Tottenham,Gravel,2020-03-01,3078.422,-112.6086,-17.9618
Tottenham,Mountain,2020-03-01,330.588,-143.2548,-47.751599999999996
Tottenham,Road,2020-03-01,3265.23,-1124.0239,-374.6746333333333
Westminster,Gravel,2020-03-01,1038.762,235.9299,75.8693
Westminster,Mountain,2020-03-01,258.728,83.6905,124.9482333333333
Westminster,Road,2020-03-01,228.185,61.682,10.379733333333332
Whitechapel,Gravel,2020-03-01,87.86200000000001,34.4214,17.1477
Whitechapel,Mountain,2020-03-01,0.0,0.0,2.2042
Whitechapel,Road,2020-03-01,85.728,37.7232,15.427166666666666
Wimbledon,Gravel,2020-03-01,688.234,214.1281,199.7767
Wimbledon,Mountain,2020-03-01,0.0,0.0,0.0
Wimbledon,Road,2020-03-01,420.7,108.12180000000001,175.08113333333336
Brixton,Gravel,2020-04-01,190.096,80.3402,103.56303333333334
Brixton,Mountain,2020-04-01,173.07799999999997,81.2405,56.231899999999996
Brixton,Road,2020-04-01,262.258,125.13929999999999,123.00346666666667
Chelsea,Gravel,2020-04-01,321.45799999999997,89.715,64.01219999999999
Chelsea,Mountain,2020-04-01,27.64,6.752000000000001,2.584666666666667
Chelsea,Road,2020-04-01,218.818,61.3302,26.187533333333334
Covent Garden,Gravel,2020-04-01,0.0,0.0,0.0
Covent Garden,Mountain,2020-04-01,0.0,0.0,0.0
Covent Garden,Road,2020-04-01,0.0,0.0,0.0
Croydon,Gravel,2020-04-01,0.0,0.0,1.7999333333333334
Croydon,Mountain,2020-04-01,10.304,-2.1896,-0.7298666666666667
Croydon,Road,2020-04-01,4164.05,83.281,29.351133333333337
Dulwich,Gravel,2020-04-01,154.9,40.274,-127.28486666666663
Dulwich,Mountain,2020-04-01,377.68,109.5272,36.50906666666666
Dulwich,Road,2020-04-01,0.0,0.0,23.2002
Fulham,Gravel,2020-04-01,91.81,38.62929999999999,24.738699999999994
Fulham,Mountain,2020-04-01,589.486,175.1307,103.41136666666667
Fulham,Road,2020-04-01,302.75,74.7429,29.509633333333337
Mayfair,Gravel,2020-04-01,18.532,5.9350000000000005,1.3676333333333333
Mayfair,Mountain,2020-04-01,49.792,-11.8256,-0.034533333333332784
Mayfair,Road,2020-04-01,33.36,10.9012,3.6337333333333333
Notting Hill,Gravel,2020-04-01,369.018,-5.127599999999999,65.17506666666665
Notting Hill,Mountain,2020-04-01,2049.784,124.58640000000001,110.43540000000003
Notting Hill,Road,2020-04-01,791.8639999999999,93.226,44.62433333333333
Peckham,Gravel,2020-04-01,1647.7400000000002,265.442,125.7815
Peckham,Mountain,2020-04-01,0.0,0.0,111.3714
Peckham,Road,2020-04-01,2032.272,112.0386,36.6096
Richmond,Gravel,2020-04-01,3157.8300000000004,472.20779999999996,174.52559999999997
Richmond,Mountain,2020-04-01,959.322,315.6657,154.0728333333333
Richmond,Road,2020-04-01,2244.3239999999996,313.01309999999995,500.9689666666666
Shoreditch,Gravel,2020-04-01,0.0,0.0,-4.032666666666671
Shoreditch,Mountain,2020-04-01,0.0,0.0,23.496666666666666
Shoreditch,Road,2020-04-01,308.499,-18.147,-72.588
Soho,Gravel,2020-04-01,149.352,50.4063,17.7609
Soho,Mountain,2020-04-01,0.0,0.0,39.548233333333336
Soho,Road,2020-04-01,259.0,127.02159999999999,42.34053333333333
Stratford,Gravel,2020-04-01,287.968,97.1892,32.3964
Stratford,Mountain,2020-04-01,0.0,0.0,-418.48926666666665
Stratford,Road,2020-04-01,0.0,0.0,0.0
Tottenham,Gravel,2020-04-01,1317.8000000000002,-322.2815,-119.83896666666665
Tottenham,Mountain,2020-04-01,254.356,-33.6218,-58.958866666666665
Tottenham,Road,2020-04-01,1869.47,427.2427,-232.26039999999998
Westminster,Gravel,2020-04-01,159.382,67.8877,109.99076666666667
Westminster,Mountain,2020-04-01,7.488,-5.2416,33.53303333333332
Westminster,Road,2020-04-01,818.8820000000001,-335.0538,-86.70866666666667
Whitechapel,Gravel,2020-04-01,29.6,14.8,18.697933333333335
Whitechapel,Mountain,2020-04-01,39.33,18.4698,6.9369000000000005
Whitechapel,Road,2020-04-01,10.062,4.0176,16.3136
Wimbledon,Gravel,2020-04-01,1213.126,259.6583,261.08680000000004
Wimbledon,Mountain,2020-04-01,516.744,161.88299999999998,53.96099999999999
Wimbledon,Road,2020-04-01,816.12,314.62940000000003,193.72560000000001
Brixton,Gravel,2020-05-01,242.552,113.738,130.0802
Brixton,Mountain,2020-05-01,101.75200000000001,46.4916,64.29123333333332
Brixton,Road,2020-05-01,152.748,70.0094,146.33993333333333
Chelsea,Gravel,2020-05-01,118.56,20.614600000000003,66.81253333333332
Chelsea,Mountain,2020-05-01,139.78,40.730399999999996,16.161466666666666
Chelsea,Road,2020-05-01,38.52,11.9412,30.167933333333334
Covent Garden,Gravel,2020-05-01,2279.954,329.993,109.99766666666666
Covent Garden,Mountain,2020-05-01,0.0,0.0,0.0
Covent Garden,Road,2020-05-01,719.976,134.9955,44.9985
Croydon,Gravel,2020-05-01,80.28000000000002,20.465999999999998,8.621933333333333
Croydon,Mountain,2020-05-01,0.0,0.0,-0.7298666666666667
Croydon,Road,2020-05-01,0.0,0.0,27.760333333333335
Dulwich,Gravel,2020-05-01,309.89599999999996,-108.1566,-158.69373333333328
Dulwich,Mountain,2020-05-01,491.76,137.6928,82.40666666666667
Dulwich,Road,2020-05-01,362.82,115.912,54.18793333333334
Fulham,Gravel,2020-05-01,306.914,-84.0805,-17.270933333333343
Fulham,Mountain,2020-05-01,6.98,3.35,102.68376666666667
Fulham,Road,2020-05-01,473.252,81.4125,54.3442
Mayfair,Gravel,2020-05-01,5.472,1.8468,1.9832333333333334
Mayfair,Mountain,2020-05-01,7.104,2.3976,-1.1701666666666661
Mayfair,Road,2020-05-01,0.0,0.0,3.6337333333333333
Notting Hill,Gravel,2020-05-01,2822.133,499.6012999999999,234.73266666666663
Notting Hill,Mountain,2020-05-01,518.27,-97.18,78.0420666666667
Notting Hill,Road,2020-05-01,1725.2960000000003,-30.8868,34.32873333333333
Peckham,Gravel,2020-05-01,158.124,17.686799999999998,131.65256666666667
Peckham,Mountain,2020-05-01,0.0,0.0,111.3714
Peckham,Road,2020-05-01,554.778,12.738599999999998,37.6078
Richmond,Gravel,2020-05-01,4479.51,359.7088,289.9045333333333
Richmond,Mountain,2020-05-01,0.0,0.0,154.0728333333333
Richmond,Road,2020-05-01,1424.946,364.9848,594.6125333333332
Shoreditch,Gravel,2020-05-01,349.965,-216.9783,-76.35876666666667
Shoreditch,Mountain,2020-05-01,0.0,0.0,23.496666666666666
Shoreditch,Road,2020-05-01,290.666,27.3568,-63.46906666666666
Soho,Gravel,2020-05-01,214.194,98.5077,50.5968
Soho,Mountain,2020-05-01,0.0,0.0,39.548233333333336
Soho,Road,2020-05-01,0.0,0.0,42.34053333333333
Stratford,Gravel,2020-05-01,0.0,0.0,32.3964
Stratford,Mountain,2020-05-01,343.2,38.61,-405.61926666666665
Stratford,Road,2020-05-01,0.0,0.0,0.0
Tottenham,Gravel,2020-05-01,1444.011,-392.547,-275.81236666666666
Tottenham,Mountain,2020-05-01,0.0,0.0,-58.958866666666665
Tottenham,Road,2020-05-01,567.12,-28.356,-241.71239999999997
Westminster,Gravel,2020-05-01,451.84200000000004,101.2004,135.006
Westminster,Mountain,2020-05-01,1631.068,33.00180000000006,37.15023333333334
Westminster,Road,2020-05-01,2753.394,1290.7875000000001,339.1385666666667
Whitechapel,Gravel,2020-05-01,0.0,0.0,16.407133333333334
Whitechapel,Mountain,2020-05-01,27.34,13.0654,10.511733333333334
Whitechapel,Road,2020-05-01,30.1,14.035,18.591933333333333
Wimbledon,Gravel,2020-05-01,647.106,153.1299,208.97210000000004
Wimbledon,Mountain,2020-05-01,0.0,0.0,53.96099999999999
Wimbledon,Road,2020-05-01,48.384,-1.4291999999999998,140.4406666666667
Brixton,Gravel,2020-06-01,895.106,316.0854,170.05453333333332
Brixton,Mountain,2020-06-01,164.376,65.4978,64.40996666666666
Brixton,Road,2020-06-01,105.06,45.4764,80.20836666666668
Chelsea,Gravel,2020-06-01,180.60399999999998,49.65529999999999,53.328299999999984
Chelsea,Mountain,2020-06-01,359.568,90.0252,45.83586666666667
Chelsea,Road,2020-06-01,145.94,38.5794,37.2836
Covent Garden,Gravel,2020-06-01,0.0,0.0,109.99766666666666
Covent Garden,Mountain,2020-06-01,0.0,0.0,0.0
Covent Garden,Road,2020-06-01,0.0,0.0,44.9985
Croydon,Gravel,2020-06-01,10.464,0.4964,6.987466666666666
Croydon,Mountain,2020-06-01,0.0,0.0,-0.7298666666666667
Croydon,Road,2020-06-01,17.14,4.4564,29.245800000000003
Dulwich,Gravel,2020-06-01,706.476,224.994,52.370466666666694
Dulwich,Mountain,2020-06-01,1503.25,496.0725,247.76416666666668
Dulwich,Road,2020-06-01,65.52,12.376,42.76266666666667
Fulham,Gravel,2020-06-01,322.03000000000003,29.834600000000002,-5.205533333333338
Fulham,Mountain,2020-06-01,73.32,21.996,66.82556666666667
Fulham,Road,2020-06-01,37.4,14.212,56.78913333333333
Mayfair,Gravel,2020-06-01,17.9,8.95,5.577266666666667
Mayfair,Mountain,2020-06-01,0.0,0.0,-3.1426666666666665
Mayfair,Road,2020-06-01,27.392000000000003,10.232800000000001,7.044666666666667
Notting Hill,Gravel,2020-06-01,3485.8450000000003,100.72720000000001,198.4003
Notting Hill,Mountain,2020-06-01,2001.86,580.5394,202.64860000000002
Notting Hill,Road,2020-06-01,968.2959999999999,-46.349000000000004,5.3300666666666645
Peckham,Gravel,2020-06-01,3682.794,93.5378,125.55553333333332
Peckham,Mountain,2020-06-01,166.72,41.68,13.893333333333333
Peckham,Road,2020-06-01,0.0,0.0,41.5924
Richmond,Gravel,2020-06-01,6805.212,1417.0025999999998,749.6397333333333
Richmond,Mountain,2020-06-01,7.992,0.5994,105.42169999999999
Richmond,Road,2020-06-01,263.96,19.797,232.59829999999988
Shoreditch,Gravel,2020-06-01,546.6336,-64.0704,-93.6829
Shoreditch,Mountain,2020-06-01,212.94,57.4938,19.1646
Shoreditch,Road,2020-06-01,0.0,0.0,3.0699333333333336
Soho,Gravel,2020-06-01,80.28,32.58,60.49800000000001
Soho,Mountain,2020-06-01,15.28,7.4872,2.4957333333333334
Soho,Road,2020-06-01,0.0,0.0,42.34053333333333
Stratford,Gravel,2020-06-01,691.761,-239.2066,-47.339133333333336
Stratford,Mountain,2020-06-01,0.0,0.0,12.869999999999967
Stratford,Road,2020-06-01,0.0,0.0,0.0
Tottenham,Gravel,2020-06-01,4018.279,256.40930000000003,-152.80639999999997
Tottenham,Mountain,2020-06-01,0.0,0.0,-11.20726666666667
Tottenham,Road,2020-06-01,1539.522,-354.47759999999994,14.80303333333336
Westminster,Gravel,2020-06-01,3861.371,1114.4049,427.83099999999996
Westminster,Mountain,2020-06-01,105.288,40.3584,22.70620000000001
Westminster,Road,2020-06-01,309.134,81.85199999999999,345.86190000000005
Whitechapel,Gravel,2020-06-01,15.936,5.1792,6.659733333333335
Whitechapel,Mountain,2020-06-01,100.24,33.831,21.788733333333337
Whitechapel,Road,2020-06-01,491.55,240.8595,86.30403333333334
Wimbledon,Gravel,2020-06-01,603.056,140.1867,184.32496666666668
Wimbledon,Mountain,2020-06-01,63.984,10.3974,57.42679999999999
Wimbledon,Road,2020-06-01,0.0,0.0,104.40006666666669
Brixton,Gravel,2020-07-01,284.224,130.7831,186.86883333333333
Brixton,Mountain,2020-07-01,54.912000000000006,24.3384,45.4426
Brixton,Road,2020-07-01,457.196,191.62800000000001,102.3712666666667
Chelsea,Gravel,2020-07-01,73.884,12.672799999999999,27.64756666666665
Chelsea,Mountain,2020-07-01,47.528,12.6188,47.79146666666666
Chelsea,Road,2020-07-01,134.628,34.464,28.3282
Covent Garden,Gravel,2020-07-01,559.992,174.9975,168.33016666666666
Covent Garden,Mountain,2020-07-01,0.0,0.0,0.0
Covent Garden,Road,2020-07-01,0.0,0.0,44.9985
Croydon,Gravel,2020-07-01,8187.65,327.506,116.15613333333333
Croydon,Mountain,2020-07-01,15.52,4.5008,1.5002666666666666
Croydon,Road,2020-07-01,40.7,11.803,5.419800000000001
Dulwich,Gravel,2020-07-01,4.836,-12.09,34.915800000000026
Dulwich,Mountain,2020-07-01,39.48,11.0544,214.9399
Dulwich,Road,2020-07-01,37.424,-9.736,39.51733333333333
Fulham,Gravel,2020-07-01,529.0360000000001,111.4147,19.056266666666662
Fulham,Mountain,2020-07-01,16.74,-14.229,3.7056666666666778
Fulham,Road,2020-07-01,356.846,73.4854,56.36996666666666
Mayfair,Gravel,2020-07-01,14.32,5.191,5.329266666666666
Mayfair,Mountain,2020-07-01,3.488,0.5668,0.9881333333333334
Mayfair,Road,2020-07-01,6.54,2.6814,4.304733333333334
Notting Hill,Gravel,2020-07-01,1819.156,-41.71899999999999,186.20316666666668
Notting Hill,Mountain,2020-07-01,2231.346,-132.9004,116.81966666666669
Notting Hill,Road,2020-07-01,2314.438,169.84300000000002,30.86906666666667
Peckham,Gravel,2020-07-01,1024.508,-22.6244,29.533399999999983
Peckham,Mountain,2020-07-01,616.534,87.59360000000001,43.09120000000001
Peckham,Road,2020-07-01,811.6899999999999,160.623,57.78719999999999
Richmond,Gravel,2020-07-01,1800.2440000000001,218.8091,665.1735
Richmond,Mountain,2020-07-01,294.208,32.62,11.073133333333315
Richmond,Road,2020-07-01,2040.998,321.2683,235.35003333333324
Shoreditch,Gravel,2020-07-01,0.0,0.0,-93.6829
Shoreditch,Mountain,2020-07-01,119.833,7.049,21.514266666666668
Shoreditch,Road,2020-07-01,1367.84,259.8896,95.7488
Soho,Gravel,2020-07-01,48.944,16.5186,49.20210000000001
Soho,Mountain,2020-07-01,0.0,0.0,2.4957333333333334
Soho,Road,2020-07-01,87.92,29.673,9.891
Stratford,Gravel,2020-07-01,0.0,0.0,-79.73553333333334
Stratford,Mountain,2020-07-01,0.0,0.0,12.869999999999967
Stratford,Road,2020-07-01,0.0,0.0,0.0
Tottenham,Gravel,2020-07-01,170.352,19.1646,-38.99103333333331
Tottenham,Mountain,2020-07-01,0.0,0.0,-2.3684757858670005e-15
Tottenham,Road,2020-07-01,1895.464,-77.75119999999998,-153.52826666666664
Westminster,Gravel,2020-07-01,2396.232,-3713.8718,-832.7554999999999
Westminster,Mountain,2020-07-01,273.196,42.4666,38.60893333333335
Westminster,Road,2020-07-01,265.06399999999996,77.7248,483.4547666666667
Whitechapel,Gravel,2020-07-01,177.51,83.4297,29.5363
Whitechapel,Mountain,2020-07-01,2.88,1.4112,16.102533333333337
Whitechapel,Road,2020-07-01,14.4,7.056,87.31683333333335
Wimbledon,Gravel,2020-07-01,3106.852,462.5394999999999,251.95203333333333
Wimbledon,Mountain,2020-07-01,0.0,0.0,3.4658000000000015
Wimbledon,Road,2020-07-01,201.84,56.0535,18.208100000000005
Brixton,Gravel,2020-08-01,1609.138,708.4894999999998,385.11933333333326
Brixton,Mountain,2020-08-01,143.568,54.1332,47.9898
Brixton,Road,2020-08-01,652.668,299.428,178.84413333333336
Chelsea,Gravel,2020-08-01,162.29,43.915,35.414366666666645
Chelsea,Mountain,2020-08-01,60.512,7.728999999999999,36.79099999999999
Chelsea,Road,2020-08-01,20.52,9.0288,27.357400000000002
Covent Garden,Gravel,2020-08-01,1199.976,434.9913,203.32960000000003
Covent Garden,Mountain,2020-08-01,549.99,274.995,91.665
Covent Garden,Road,2020-08-01,0.0,0.0,0.0
Croydon,Gravel,2020-08-01,125.916,26.4434,118.14859999999999
Croydon,Mountain,2020-08-01,5.552,-1.041,1.1532666666666667
Croydon,Road,2020-08-01,25.5,6.63,7.6298
Dulwich,Gravel,2020-08-01,1587.54,420.4791,211.12770000000003
Dulwich,Mountain,2020-08-01,378.783,53.0736,186.73349999999996
Dulwich,Road,2020-08-01,244.35,60.005300000000005,20.881766666666667
Fulham,Gravel,2020-08-01,561.83,131.1108,90.7867
Fulham,Mountain,2020-08-01,53.88,22.6296,10.132200000000012
Fulham,Road,2020-08-01,382.04799999999994,59.7004,49.1326
Mayfair,Gravel,2020-08-01,67.52,24.3774,12.839466666666667
Mayfair,Mountain,2020-08-01,5.68,1.917,0.8279333333333335
Mayfair,Road,2020-08-01,12.67,4.5612,5.8251333333333335
Notting Hill,Gravel,2020-08-01,956.652,3.043400000000001,20.6838666666667
Notting Hill,Mountain,2020-08-01,0.0,0.0,149.21300000000002
Notting Hill,Road,2020-08-01,1633.59,439.7406,187.74486666666667
Peckham,Gravel,2020-08-01,1090.6,152.7572,74.55686666666665
Peckham,Mountain,2020-08-01,838.38,226.3626,118.54540000000001
Peckham,Road,2020-08-01,393.75,23.534100000000002,61.38569999999999
Richmond,Gravel,2020-08-01,3017.3199999999997,243.51729999999998,626.4429999999999
Richmond,Mountain,2020-08-01,1610.316,108.3588,47.192733333333315
Richmond,Road,2020-08-01,894.3240000000001,227.2008,189.42203333333325
Shoreditch,Gravel,2020-08-01,794.2760000000001,164.70860000000002,33.54606666666667
Shoreditch,Mountain,2020-08-01,0.0,0.0,21.514266666666668
Shoreditch,Road,2020-08-01,0.0,0.0,86.62986666666666
Soho,Gravel,2020-08-01,164.992,56.489,35.19586666666668
Soho,Mountain,2020-08-01,38.34,17.253,8.246733333333333
Soho,Road,2020-08-01,0.0,0.0,9.891
Stratford,Gravel,2020-08-01,0.0,0.0,-79.73553333333334
Stratford,Mountain,2020-08-01,0.0,0.0,-3.315866100213801e-14
Stratford,Road,2020-08-01,0.0,0.0,0.0
Tottenham,Gravel,2020-08-01,1735.1305000000002,-458.19669999999996,-60.87426666666662
Tottenham,Mountain,2020-08-01,0.0,0.0,-2.3684757858670005e-15
Tottenham,Road,2020-08-01,1202.94,300.735,-43.831266666666636
Westminster,Gravel,2020-08-01,3391.1569999999992,429.29540000000014,-723.3905
Westminster,Mountain,2020-08-01,26.7,12.549,31.791333333333323
Westminster,Road,2020-08-01,1300.8300000000002,560.7887,240.12183333333334
Whitechapel,Gravel,2020-08-01,0.0,0.0,29.5363
Whitechapel,Mountain,2020-08-01,23.832,10.601099999999999,15.281100000000004
Whitechapel,Road,2020-08-01,17.544,5.9211,84.61220000000002
Wimbledon,Gravel,2020-08-01,740.356,214.1215,272.28256666666664
Wimbledon,Mountain,2020-08-01,506.89799999999997,126.3081,45.5685
Wimbledon,Road,2020-08-01,690.48,257.5398,104.53110000000002
Brixton,Gravel,2020-09-01,945.75,384.1199000000001,407.79749999999996
Brixton,Mountain,2020-09-01,126.28,45.1887,41.2201
Brixton,Road,2020-09-01,373.328,156.94920000000002,216.00173333333336
Chelsea,Gravel,2020-09-01,616.014,174.00959999999998,76.86579999999998
Chelsea,Mountain,2020-09-01,136.806,27.4753,15.941033333333328
Chelsea,Road,2020-09-01,21.92,6.184,16.558933333333336
Covent Garden,Gravel,2020-09-01,1799.97,701.9883,437.32570000000004
Covent Garden,Mountain,2020-09-01,0.0,0.0,91.665
Covent Garden,Road,2020-09-01,0.0,0.0,0.0
Croydon,Gravel,2020-09-01,7.3,2.19,118.71313333333332
Croydon,Mountain,2020-09-01,357.93,7.1586,3.5394666666666663
Croydon,Road,2020-09-01,27.36,7.3872,8.606733333333333
Dulwich,Gravel,2020-09-01,1016.956,-194.00039999999996,71.46290000000005
Dulwich,Mountain,2020-09-01,117.274,37.4707,33.866233333333305
Dulwich,Road,2020-09-01,1279.034,-12.592099999999995,12.559066666666672
Fulham,Gravel,2020-09-01,2522.9120000000003,621.6401,288.05519999999996
